ROW_ID,IF_SCORE,LOF_SCORE,OCSVM_SCORE,PCA_SCORE,AE_SCORE,ENSEMBLE_SCORE,ML_ANOMALY_FLAG
4343,0.4979448650820992,0.06915054222633552,0.4902227888848861,0.025878019491042473,0.01199206,0.214094014614636,1
1204,0.24714644062306254,0.01987236643028428,0.2206236388270388,0.00045364486537368206,0.0034112835,0.09930764677741055,0
7134,0.07011212346097695,0.009639543060342676,0.17250268220517598,0.026163442544444887,0.0016169704,0.04496563922377374,0
1759,0.5426997482891281,0.013901374848836436,0.1575246337083179,0.027368188927773523,0.0069162804,0.18750104737876866,0
928,0.49390170761016455,0.011146946845914597,0.12280081437077704,0.036168682360855624,0.0012790697,0.16918274581384182,0
2119,0.19491639537652325,0.008551909729324039,0.19588711072257678,0.024519294886869575,0.0022515927,0.08449815747971828,0
7101,0.38280382788588047,0.010004957166853085,0.1579631726637784,0.000976696640515708,0.004186791,0.13308933794758068,0
6706,0.14709281582768685,0.009399473220093397,0.1898026796573773,0.026374748618031615,0.0017532699,0.0698489907728569,0
1088,0.10674180803926084,0.010677118349290879,0.04263520606168269,0.026957504204862877,0.0014548968,0.043181744733262264,0
6050,0.29740563886695526,0.0011851685352844608,0.12328588406613367,0.025929788731116257,0.0021996743,0.10751465695549575,0
1650,0.7524738770953313,0.01665433063429917,0.5288600539356048,0.02890094927839045,0.056865267,0.3031333727955283,1
6487,0.32271169789022597,0.012088521462716998,0.21915626605827068,0.029264331861577078,0.002402272,0.12651153611410637,0
3435,0.8015098678523455,0.04200340689099371,0.4610927123553481,0.029569250954228406,0.025315903,0.3042711936887383,1
4680,0.4145648084577777,0.011418929469351094,0.25973106230594856,0.000464634145207403,0.0030977854,0.15250670420001497,0
5325,0.23639176663227637,0.008015370201815732,0.03193464100368824,6.192392580240751e-05,0.0011745564,0.07527728283923744,0
683,0.40726688877940287,0.043431284374566954,0.22878491754797795,0.028062024945188346,0.006024952,0.15682157752221723,0
857,0.24066509767596725,0.011511695821998956,0.18732274928660397,9.521541420911849e-05,0.0028107236,0.09294523402724271,0
2355,0.33840691170923914,0.02043815996235768,0.11439130916044482,0.0015817386414450705,0.0032930835,0.11630929325441261,0
6401,0.4521481481788187,0.011295327196438236,0.14532428540609466,0.0003078193829582019,0.00577322,0.15309993574700304,0
3485,0.17135940516282108,0.007910706774509644,0.22874270451074977,0.029281829821767576,0.0018981833,0.0814989836180833,0
6101,0.2690409019834545,0.009407064617657475,0.22184242068198726,0.0011576402656509903,0.0028290416,0.10491745969414829,0
4692,0.1222971640431693,0.005538534803020993,0.06521279780685597,0.027069809889611145,0.00033595512,0.04927903099490451,0
7792,0.3552012880957648,0.011288667579244273,0.30290596789889446,0.02671062455145003,0.0037650026,0.14445147568757702,0
1558,0.3853919438328822,0.03593461766132261,0.3621635419356657,0.01564407805057542,0.0095172385,0.16141138640199165,0
6241,0.3283268989254422,0.011907334098811477,0.20811726630938848,0.00040831535163039686,0.00471291,0.12199606583634662,0
7654,0.2963520337877731,0.011426591137659824,0.16209462106979614,0.0004523127451410525,0.0024433048,0.10708118534306778,0
